size	colour	x	xend	y	yend	key	showSelectedlegendsizecolour	showSelected2	PANEL
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	63	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	63	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	63	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	63	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	63	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	63	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	63	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	63	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	63	1
1.5	#000000	63.5	96.5	5.91625184058619	5.91625184058619	64 96	LOPART	63	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	64	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	64	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	64	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	64	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	64	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	64	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	64	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	64	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	64	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	64	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	64	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	64	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	64	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	64	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	64	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	64	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	64	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	64	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	64	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	64	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	64	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	64	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	64	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	64	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	64	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	64	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	64	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	64	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	64	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	64	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	64	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	64	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	64	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	64	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	64	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	64	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	64	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	64	1
1.5	#000000	63.5	64.5	8.15816476256009	8.15816476256009	64 64	LOPART	64	1
1.5	#000000	64.5	96.5	5.8461920617745	5.8461920617745	65 96	LOPART	64	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	65	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	65	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	65	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	65	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	65	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	65	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	65	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	65	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	65	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	65	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	65	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	65	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	65	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	65	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	65	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	65	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	65	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	65	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	65	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	65	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	65	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	65	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	65	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	65	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	65	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	65	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	65	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	65	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	65	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	65	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	65	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	65	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	65	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	65	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	65	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	65	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	65	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	65	1
1.5	#000000	63.5	65.5	8.3321997800204	8.3321997800204	64 65	LOPART	65	1
1.5	#000000	65.5	96.5	5.76038423159043	5.76038423159043	66 96	LOPART	65	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	66	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	66	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	66	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	66	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	66	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	66	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	66	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	66	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	66	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	66	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	66	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	66	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	66	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	66	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	66	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	66	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	66	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	66	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	66	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	66	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	66	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	66	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	66	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	66	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	66	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	66	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	66	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	66	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	66	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	66	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	66	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	66	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	66	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	66	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	66	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	66	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	66	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	66	1
1.5	#000000	63.5	65.5	8.3321997800204	8.3321997800204	64 65	LOPART	66	1
1.5	#000000	65.5	66.5	7.18000489438384	7.18000489438384	66 66	LOPART	66	1
1.5	#000000	66.5	96.5	5.71306354283065	5.71306354283065	67 96	LOPART	66	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	67	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	67	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	67	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	67	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	67	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	67	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	67	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	67	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	67	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	67	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	67	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	67	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	67	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	67	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	67	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	67	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	67	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	67	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	67	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	67	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	67	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	67	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	67	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	67	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	67	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	67	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	67	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	67	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	67	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	67	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	67	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	67	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	67	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	67	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	67	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	67	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	67	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	67	1
1.5	#000000	63.5	65.5	8.3321997800204	8.3321997800204	64 65	LOPART	67	1
1.5	#000000	65.5	66.5	7.18000489438384	7.18000489438384	66 66	LOPART	67	1
1.5	#000000	66.5	67.5	6.00115300503592	6.00115300503592	67 67	LOPART	67	1
1.5	#000000	67.5	96.5	5.70312942344426	5.70312942344426	68 96	LOPART	67	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	68	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	68	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	68	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	68	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	68	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	68	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	68	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	68	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	68	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	68	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	68	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	68	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	68	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	68	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	68	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	68	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	68	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	68	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	68	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	68	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	68	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	68	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	68	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	68	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	68	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	68	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	68	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	68	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	68	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	68	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	68	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	68	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	68	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	68	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	68	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	68	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	68	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	68	1
1.5	#000000	63.5	65.5	8.3321997800204	8.3321997800204	64 65	LOPART	68	1
1.5	#000000	65.5	66.5	7.18000489438384	7.18000489438384	66 66	LOPART	68	1
1.5	#000000	66.5	67.5	6.00115300503592	6.00115300503592	67 67	LOPART	68	1
1.5	#000000	67.5	68.5	7.52070740854833	7.52070740854833	68 68	LOPART	68	1
1.5	#000000	68.5	96.5	5.63821592397626	5.63821592397626	69 96	LOPART	68	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	69	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	69	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	69	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	69	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	69	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	69	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	69	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	69	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	69	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	69	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	69	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	69	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	69	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	69	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	69	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	69	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	69	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	69	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	69	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	69	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	69	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	69	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	69	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	69	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	69	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	69	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	69	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	69	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	69	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	69	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	69	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	69	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	69	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	69	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	69	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	69	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	69	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	69	1
1.5	#000000	63.5	65.5	8.3321997800204	8.3321997800204	64 65	LOPART	69	1
1.5	#000000	65.5	66.5	7.18000489438384	7.18000489438384	66 66	LOPART	69	1
1.5	#000000	66.5	67.5	6.00115300503592	6.00115300503592	67 67	LOPART	69	1
1.5	#000000	67.5	68.5	7.52070740854833	7.52070740854833	68 68	LOPART	69	1
1.5	#000000	68.5	69.5	8.08417990432224	8.08417990432224	69 69	LOPART	69	1
1.5	#000000	69.5	96.5	5.54762466544493	5.54762466544493	70 96	LOPART	69	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	70	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	70	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	70	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	70	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	70	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	70	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	70	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	70	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	70	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	70	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	70	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	70	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	70	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	70	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	70	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	70	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	70	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	70	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	70	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	70	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	70	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	70	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	70	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	70	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	70	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	70	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	70	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	70	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	70	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	70	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	70	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	70	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	70	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	70	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	70	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	70	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	70	1
1.5	#000000	62.5	63.5	7.29685566700607	7.29685566700607	63 63	LOPART	70	1
1.5	#000000	63.5	65.5	8.3321997800204	8.3321997800204	64 65	LOPART	70	1
1.5	#000000	65.5	66.5	7.18000489438384	7.18000489438384	66 66	LOPART	70	1
1.5	#000000	66.5	67.5	6.00115300503592	6.00115300503592	67 67	LOPART	70	1
1.5	#000000	67.5	68.5	7.52070740854833	7.52070740854833	68 68	LOPART	70	1
1.5	#000000	68.5	69.5	8.08417990432224	8.08417990432224	69 69	LOPART	70	1
1.5	#000000	69.5	70.5	7.10451338933672	7.10451338933672	70 70	LOPART	70	1
1.5	#000000	70.5	96.5	5.48774432991063	5.48774432991063	71 96	LOPART	70	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	71	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	71	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	71	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	71	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	71	1
